,Club,ClubLeagueLevel,ClubLeagueNationality,Player,PlayerAge,PlayerPosition,PlayerPositionScut,PlayerNationality,Operation,Bought/Sold,PlayerMarketValue,ClubAssigned,ClubAssignedLeagueLevel,ClubAssignedLeagueNationality,TransferValue
2765,Genoa CFC,1.liga,Włochy,Salvador Ichazo,28,Bramkarz,BRK,Urugwaj,bez odstępnego,Odejścia,400 tys. €,Danubio FC,2.liga,Urugwaj,bez odstępnego
2766,Genoa CFC,1.liga,Włochy,Claudiu Micovschi,21,Lewy napastnik,LNP,Rumunia,wypożyczenie,Odejścia,250 tys. €,Reggina 1914,2.liga,Włochy,wypożyczenie
2767,Genoa CFC,1.liga,Włochy,Riccardo Correnti,19,Lewy napastnik,LNP,Włochy,wypożyczenie,Odejścia,50 tys. €,US Savoia 1908,,,wypożyczenie
2768,Genoa CFC,1.liga,Włochy,Nicholas Rizzo,20,Środkowy obrońca,ŚOB,Włochy,wypożyczenie,Odejścia,250 tys. €,Feralpisalò,3.liga,Włochy,wypożyczenie
2769,Genoa CFC,1.liga,Włochy,Fallou Njie,22,Środkowy obrońca,ŚOB,Gambia,wypożyczenie,Odejścia,50 tys. €,KF Skënderbeu,1.liga,Albania,wypożyczenie
2770,Genoa CFC,1.liga,Włochy,Antonio Candela,20,Prawy obrońca,POB,Włochy,wypożyczenie,Odejścia,300 tys. €,US Pergolettese 1932,3.liga,Włochy,wypożyczenie
2771,Genoa CFC,1.liga,Włochy,Patrizio Masini,20,Środkowy pomocnik,ŚPM,Włochy,wypożyczenie,Odejścia,100 tys. €,Calcio Lecco 1912,3.liga,Włochy,wypożyczenie
2772,Genoa CFC,1.liga,Włochy,András Schäfer,21,Środkowy pomocnik,ŚPM,Węgry,?,Odejścia,"1,50 mln €",DAC Dunajska Streda,1.liga,Słowacja,?
2773,Genoa CFC,1.liga,Włochy,Peter Ankersen,30,Prawy obrońca,POB,Dania,?,Odejścia,"1,50 mln €",FC Kopenhaga,1.liga,Dania,?
2774,Genoa CFC,1.liga,Włochy,Vittorio Parigini,24,Prawy napastnik,PNP,Włochy,wypożyczenie,Odejścia,700 tys. €,Ascoli Calcio,2.liga,Włochy,wypożyczenie
2775,Genoa CFC,1.liga,Włochy,Claudio Spinelli,23,Środkowy napastnik,ŚNP,Argentyna,wypożyczenie,Odejścia,300 tys. €,FC Koper,1.liga,Słowenia,wypożyczenie
2776,Genoa CFC,1.liga,Włochy,Marcos Curado,25,Środkowy obrońca,ŚOB,Argentyna,wypożyczenie,Odejścia,300 tys. €,Frosinone Calcio,2.liga,Włochy,wypożyczenie
2777,Genoa CFC,1.liga,Włochy,Gabriel Charpentier,21,Środkowy napastnik,ŚNP,Francja,wypożyczenie,Odejścia,250 tys. €,Ascoli Calcio,2.liga,Włochy,wypożyczenie
2778,Genoa CFC,1.liga,Włochy,Davide Castelli,21,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,50 tys. €,Aurora Pro Patria,3.liga,Włochy,wypożyczenie
2779,Genoa CFC,1.liga,Włochy,Raúl Asencio,22,Środkowy napastnik,ŚNP,Hiszpania,wypożyczenie,Odejścia,550 tys. €,SPAL,2.liga,Włochy,wypożyczenie
2780,Genoa CFC,1.liga,Włochy,Filip Jagiello,23,Środkowy pomocnik,ŚPM,Polska,wypożyczenie,Odejścia,"2,30 mln €",Brescia Calcio,2.liga,Włochy,wypożyczenie
2781,Genoa CFC,1.liga,Włochy,Stefano Sturaro,27,Środkowy pomocnik,ŚPM,Włochy,wypożyczenie,Odejścia,"4,50 mln €",Hellas Verona,1.liga,Włochy,wypożyczenie
2782,Genoa CFC,1.liga,Włochy,Elia Petrelli,19,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,250 tys. €,Reggina 1914,2.liga,Włochy,wypożyczenie
2783,Genoa CFC,1.liga,Włochy,Luigi Carillo,24,Środkowy obrońca,ŚOB,Włochy,wypożyczenie,Odejścia,225 tys. €,Casertana FC,4.liga,Włochy,wypożyczenie
2784,Genoa CFC,1.liga,Włochy,Nicola Dalmonte,22,Lewy napastnik,LNP,Włochy,wypożyczenie,Odejścia,900 tys. €,LR Vicenza,2.liga,Włochy,wypożyczenie
2785,Genoa CFC,1.liga,Włochy,Gabriel Charpentier,21,Środkowy napastnik,ŚNP,Francja,wypożyczenie,Odejścia,250 tys. €,Reggina 1914,2.liga,Włochy,wypożyczenie
2786,Genoa CFC,1.liga,Włochy,Giacomo Calò,23,Defensywny pomocnik,DPM,Włochy,wypożyczenie,Odejścia,"1,20 mln €",Pordenone Calcio,2.liga,Włochy,wypożyczenie
2787,Genoa CFC,1.liga,Włochy,Kevin Agudelo,21,Prawy napastnik,PNP,Kolumbia,wypożyczenie,Odejścia,"3,50 mln €",Spezia Calcio,1.liga,Włochy,wypożyczenie
2788,Genoa CFC,1.liga,Włochy,Flavio Bianchi,20,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,250 tys. €,Lucchese 1905,3.liga,Włochy,wypożyczenie
2789,Genoa CFC,1.liga,Włochy,Andrea Favilli,23,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,"3,50 mln €",Hellas Verona,1.liga,Włochy,wypożyczenie
2790,Genoa CFC,1.liga,Włochy,Raúl Asencio,22,Środkowy napastnik,ŚNP,Hiszpania,wypożyczenie,Odejścia,550 tys. €,Delfino Pescara 1936,3.liga,Włochy,wypożyczenie
2791,Genoa CFC,1.liga,Włochy,Pawel Jaroszynski,25,Lewy obrońca,LOB,Polska,wypożyczenie,Odejścia,650 tys. €,Delfino Pescara 1936,3.liga,Włochy,wypożyczenie
2792,Genoa CFC,1.liga,Włochy,Andrea Cambiaso,20,Lewy obrońca,LOB,Włochy,wypożyczenie,Odejścia,"3,00 mln €",Empoli FC ,1.liga,Włochy,wypożyczenie
2793,Genoa CFC,1.liga,Włochy,Enrico Nespoli,19,Środkowy obrońca,ŚOB,Włochy,wypożyczenie,Odejścia,10 tys. €,US Savoia 1908,,,wypożyczenie
2794,Genoa CFC,1.liga,Włochy,Darian Males,19,Ofensywny pomocnik,OPM,Szwajcaria,wypożyczenie,Odejścia,"3,50 mln €",FC Basel 1893,1.liga,Szwajcaria,wypożyczenie
2795,Genoa CFC,1.liga,Włochy,Rômulo,33,Środkowy pomocnik,ŚPM,Włochy,-,Odejścia,500 tys. €,Bez klubuBez klubu,,,-
2796,Genoa CFC,1.liga,Włochy,Lasse Schöne,34,Defensywny pomocnik,DPM,Dania,-,Odejścia,500 tys. €,Bez klubuBez klubu,,,-
2797,Genoa CFC,1.liga,Włochy,Joel Asoro,21,Środkowy napastnik,ŚNP,Szwecja,koniec wypżyczenia5 sty 2021,Odejścia,600 tys. €,Swansea City,2.liga,Anglia,koniec wypżyczenia5 sty 2021
2798,Genoa CFC,1.liga,Włochy,Johan Vásquez,23,Środkowy obrońca,ŚOB,Meksyk,koniec wypżyczenia2 sty 2022,Odejścia,"4,50 mln €",UNAM Pumas,1.liga,Meksyk,koniec wypżyczenia2 sty 2022
2799,Genoa CFC,1.liga,Włochy,Darian Males,20,Ofensywny pomocnik,OPM,Szwajcaria,koniec wypżyczenia30 cze 2021,Odejścia,"3,50 mln €",Inter Mediolan,1.liga,Włochy,koniec wypżyczenia30 cze 2021
2800,Genoa CFC,1.liga,Włochy,Andrea Pinamonti,21,Środkowy napastnik,ŚNP,Włochy,koniec wypżyczenia31 sie 2020,Odejścia,"12,00 mln €",Inter Mediolan,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2801,Genoa CFC,1.liga,Włochy,Antonio Barreca,25,Lewy obrońca,LOB,Włochy,koniec wypżyczenia31 sie 2020,Odejścia,"2,00 mln €",AS Monaco,1.liga,Francja,koniec wypżyczenia31 sie 2020
2802,Genoa CFC,1.liga,Włochy,Cristian Romero,22,Środkowy obrońca,ŚOB,Argentyna,koniec wypżyczenia31 sie 2020,Odejścia,"35,00 mln €",Juventus Turyn,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2803,Genoa CFC,1.liga,Włochy,Francesco Cassata,23,Środkowy pomocnik,ŚPM,Włochy,koniec wypżyczenia31 sie 2020,Odejścia,"2,20 mln €",US Sassuolo,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2804,Genoa CFC,1.liga,Włochy,Riccardo Saponara,28,Ofensywny pomocnik,OPM,Włochy,koniec wypżyczenia31 sie 2020,Odejścia,"1,70 mln €",AC Fiorentina,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2805,Genoa CFC,1.liga,Włochy,Marko Pajac,27,Lewy obrońca,LOB,Chorwacja,koniec wypżyczenia31 sie 2020,Odejścia,500 tys. €,Cagliari Calcio,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2806,Genoa CFC,1.liga,Włochy,Mattia Destro,29,Środkowy napastnik,ŚNP,Włochy,koniec wypżyczenia31 sie 2020,Odejścia,"2,50 mln €",FC Bologna,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2807,Genoa CFC,1.liga,Włochy,Iago Falque,30,Prawy napastnik,PNP,Hiszpania,koniec wypżyczenia31 sie 2020,Odejścia,"1,20 mln €",Torino FC,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2808,Genoa CFC,1.liga,Włochy,Antonio Sanabria,24,Środkowy napastnik,ŚNP,Paragwaj,koniec wypżyczenia31 sie 2020,Odejścia,"7,50 mln €",Real Betis Balompié,1.liga,Hiszpania,koniec wypżyczenia31 sie 2020
2809,Genoa CFC,1.liga,Włochy,Adama Soumaoro,28,Środkowy obrońca,ŚOB,Francja,koniec wypżyczenia31 sie 2020,Odejścia,"4,00 mln €",LOSC Lille,1.liga,Francja,koniec wypżyczenia31 sie 2020
2810,Hellas Verona,1.liga,Włochy,Adrien Tamèze,26,Defensywny pomocnik,DPM,Kamerun,"3,50 mln €",Nabytki,"6,00 mln €",OGC Nice,1.liga,Francja,"3,50 mln €"
2811,Hellas Verona,1.liga,Włochy,Kevin Rüegg,22,Prawy pomocnik,PPM,Szwajcaria,"2,00 mln €",Nabytki,"3,60 mln €",FC Zürich,1.liga,Szwajcaria,"2,00 mln €"
2812,Hellas Verona,1.liga,Włochy,Koray Günter,26,Środkowy obrońca,ŚOB,Niemcy,"2,00 mln €",Nabytki,"5,00 mln €",Genoa CFC,1.liga,Włochy,"2,00 mln €"
2813,Hellas Verona,1.liga,Włochy,Ivor Pandur,20,Bramkarz,BRK,Chorwacja,"1,90 mln €",Nabytki,"1,00 mln €",HNK Rijeka,1.liga,Chorwacja,"1,90 mln €"
2814,Hellas Verona,1.liga,Włochy,Nikola Kalinic,32,Środkowy napastnik,ŚNP,Chorwacja,"1,80 mln €",Nabytki,"1,50 mln €",Atlético de Madryt,1.liga,Hiszpania,"1,80 mln €"
2815,Hellas Verona,1.liga,Włochy,Bruno Amione,18,Środkowy obrońca,ŚOB,Argentyna,"1,70 mln €",Nabytki,"2,00 mln €",Club Atlético Belgrano,2.liga,Argentyna,"1,70 mln €"
2816,Hellas Verona,1.liga,Włochy,Emmanuel Badu,29,Środkowy pomocnik,ŚPM,Ghana,800 tys. €,Nabytki,300 tys. €,Udinese Calcio,1.liga,Włochy,800 tys. €
2817,Hellas Verona,1.liga,Włochy,Marco Benassi,26,Środkowy pomocnik,ŚPM,Włochy,opłata za wypożyczenie:800 tys. €,Nabytki,"5,00 mln €",AC Fiorentina,1.liga,Włochy,opłata za wypożyczenie:800 tys. €
2818,Hellas Verona,1.liga,Włochy,Ronaldo Vieira,22,Środkowy pomocnik,ŚPM,Anglia,opłata za wypożyczenie:750 tys. €,Nabytki,"5,00 mln €",UC Sampdoria,1.liga,Włochy,opłata za wypożyczenie:750 tys. €
2819,Hellas Verona,1.liga,Włochy,Michele Vano,29,Środkowy napastnik,ŚNP,Włochy,500 tys. €,Nabytki,250 tys. €,Carpi FC 1909,4.liga,Włochy,500 tys. €
2820,Hellas Verona,1.liga,Włochy,Bachir Mané,22,Defensywny pomocnik,DPM,Senegal,bez odstępnego,Nabytki,75 tys. €,Carpi FC 1909,4.liga,Włochy,bez odstępnego
2821,Hellas Verona,1.liga,Włochy,Mert Cetin,23,Środkowy obrońca,ŚOB,Turcja,wypożyczenie,Nabytki,"2,30 mln €",AS Roma,1.liga,Włochy,wypożyczenie
2822,Hellas Verona,1.liga,Włochy,Ebrima Colley,20,Lewy napastnik,LNP,Gambia,wypożyczenie,Nabytki,"4,00 mln €",Atalanta BC,1.liga,Włochy,wypożyczenie
2823,Hellas Verona,1.liga,Włochy,Kevin Lasagna,28,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Nabytki,"5,00 mln €",Udinese Calcio,1.liga,Włochy,wypożyczenie
2824,Hellas Verona,1.liga,Włochy,Federico Ceccherini,28,Środkowy obrońca,ŚOB,Włochy,wypożyczenie,Nabytki,"3,50 mln €",AC Fiorentina,1.liga,Włochy,wypożyczenie
2825,Hellas Verona,1.liga,Włochy,Stefano Sturaro,27,Środkowy pomocnik,ŚPM,Włochy,wypożyczenie,Nabytki,"4,50 mln €",Genoa CFC,1.liga,Włochy,wypożyczenie
2826,Hellas Verona,1.liga,Włochy,Antonin Barak,25,Ofensywny pomocnik,OPM,Czechy,wypożyczenie,Nabytki,"14,00 mln €",Udinese Calcio,1.liga,Włochy,wypożyczenie
2827,Hellas Verona,1.liga,Włochy,Eddie Salcedo,18,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Nabytki,"8,50 mln €",Inter Mediolan,1.liga,Włochy,wypożyczenie
2828,Hellas Verona,1.liga,Włochy,Andrea Favilli,23,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Nabytki,"3,50 mln €",Genoa CFC,1.liga,Włochy,wypożyczenie
2829,Hellas Verona,1.liga,Włochy,Ivan Ilic,19,Środkowy pomocnik,ŚPM,Serbia,wypożyczenie,Nabytki,"8,00 mln €",Manchester City U23,rezerw,Anglia,wypożyczenie
2830,Hellas Verona,1.liga,Włochy,Giangiacomo Magnani,24,Środkowy obrońca,ŚOB,Włochy,wypożyczenie,Nabytki,"5,00 mln €",US Sassuolo,1.liga,Włochy,wypożyczenie
2831,Hellas Verona,1.liga,Włochy,Destiny Udogie,17,Lewy obrońca,LOB,Włochy,-,Nabytki,"4,00 mln €",Hellas Verona Primavera,ieżowa,Włochy,-
2832,Hellas Verona,1.liga,Włochy,Marash Kumbulla,20,Środkowy obrońca,ŚOB,Albania,"opłata za wypożyczenie:3,00 mln €",Odejścia,"22,00 mln €",AS Roma,1.liga,Włochy,"opłata za wypożyczenie:3,00 mln €"
2833,Hellas Verona,1.liga,Włochy,Luca Marrone,30,Środkowy obrońca,ŚOB,Włochy,"1,00 mln €",Odejścia,500 tys. €,FC Crotone,2.liga,Włochy,"1,00 mln €"
2834,Hellas Verona,1.liga,Włochy,Liam Henderson,24,Środkowy pomocnik,ŚPM,Szkocja,500 tys. €,Odejścia,"2,20 mln €",US Lecce,2.liga,Włochy,500 tys. €
2835,Hellas Verona,1.liga,Włochy,Simone Calvano,27,Środkowy pomocnik,ŚPM,Włochy,500 tys. €,Odejścia,200 tys. €,US Triestina,3.liga,Włochy,500 tys. €
2836,Hellas Verona,1.liga,Włochy,Matteo Pessina,23,Ofensywny pomocnik,OPM,Włochy,koniec wypżyczenia31 sie 2020,Odejścia,"20,00 mln €",Atalanta BC,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2837,Hellas Verona,1.liga,Włochy,Simon Stefanec,22,Ofensywny pomocnik,OPM,Słowacja,bez odstępnego,Odejścia,100 tys. €,MSK Puchov,2.liga,Słowacja,bez odstępnego
2838,Hellas Verona,1.liga,Włochy,Jure Balkovec,26,Lewy obrońca,LOB,Słowenia,bez odstępnego,Odejścia,"2,60 mln €",Fatih Karagümrük,1.liga,Turcja,bez odstępnego
2839,Hellas Verona,1.liga,Włochy,Deian Boldor,25,Środkowy obrońca,ŚOB,Rumunia,bez odstępnego,Odejścia,250 tys. €,Potenza Calcio,3.liga,Włochy,bez odstępnego
2840,Hellas Verona,1.liga,Włochy,Pierluigi Cappelluzzo,24,Środkowy napastnik,ŚNP,Włochy,bez odstępnego,Odejścia,50 tys. €,US Viterbese 1908,3.liga,Włochy,bez odstępnego
2841,Hellas Verona,1.liga,Włochy,Joseph Ekuban,20,Środkowy napastnik,ŚNP,Ghana,bez odstępnego,Odejścia,75 tys. €,Virtus Francavilla Calcio,3.liga,Włochy,bez odstępnego
2842,Hellas Verona,1.liga,Włochy,Yves Bationo,27,Środkowy pomocnik,ŚPM,Burkina Faso,bez odstępnego,Odejścia,-,Portici 1906,4.liga,Włochy,bez odstępnego
2843,Hellas Verona,1.liga,Włochy,Luigi Vitale,33,Lewy obrońca,LOB,Włochy,bez odstępnego,Odejścia,150 tys. €,Frosinone Calcio,2.liga,Włochy,bez odstępnego
2844,Hellas Verona,1.liga,Włochy,Andrea Badan,22,Lewy obrońca,LOB,Włochy,bez odstępnego,Odejścia,50 tys. €,Oldham Athletic,4.liga,Anglia,bez odstępnego
2845,Hellas Verona,1.liga,Włochy,Rayyan Baniya,21,Środkowy obrońca,ŚOB,Turcja,wypożyczenie,Odejścia,100 tys. €,Mantova 1911,3.liga,Włochy,wypożyczenie
2846,Hellas Verona,1.liga,Włochy,Michele Vano,29,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,250 tys. €,Mantova 1911,3.liga,Włochy,wypożyczenie
2847,Hellas Verona,1.liga,Włochy,Michele Vano,29,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,250 tys. €,AC Perugia Calcio,2.liga,Włochy,wypożyczenie
2848,Hellas Verona,1.liga,Włochy,Lucas Felippe,20,Środkowy pomocnik,ŚPM,Brazylia,wypożyczenie,Odejścia,150 tys. €,Mantova 1911,3.liga,Włochy,wypożyczenie
2849,Hellas Verona,1.liga,Włochy,Adama Sane,20,Środkowy napastnik,ŚNP,Senegal,wypożyczenie,Odejścia,75 tys. €,Mantova 1911,3.liga,Włochy,wypożyczenie
2850,Hellas Verona,1.liga,Włochy,Alessandro Crescenzi,28,Lewy obrońca,LOB,Włochy,?,Odejścia,100 tys. €,US Cremonese,2.liga,Włochy,?
2851,Hellas Verona,1.liga,Włochy,Karamoko Cissé,31,Środkowy napastnik,ŚNP,Gwinea,?,Odejścia,300 tys. €,AS Cittadella,2.liga,Włochy,?
2852,Hellas Verona,1.liga,Włochy,Antonio Di Gaudio,31,Lewy napastnik,LNP,Włochy,?,Odejścia,250 tys. €,Chievo Verona,,,?
2853,Hellas Verona,1.liga,Włochy,Samuel Di Carmine,32,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,"1,20 mln €",FC Crotone,2.liga,Włochy,wypożyczenie
2854,Hellas Verona,1.liga,Włochy,Karim Laribi,29,Ofensywny pomocnik,OPM,Tunezja,wypożyczenie,Odejścia,350 tys. €,AC Reggiana 1919,3.liga,Włochy,wypożyczenie
2855,Hellas Verona,1.liga,Włochy,Lubomir Tupta,22,Środkowy napastnik,ŚNP,Słowacja,wypożyczenie,Odejścia,400 tys. €,Ascoli Calcio,2.liga,Włochy,wypożyczenie
2856,Hellas Verona,1.liga,Włochy,Andrea Danzi,21,Defensywny pomocnik,DPM,Włochy,wypożyczenie,Odejścia,400 tys. €,Ascoli Calcio,2.liga,Włochy,wypożyczenie
2857,Hellas Verona,1.liga,Włochy,Alan Empereur,26,Środkowy obrońca,ŚOB,Brazylia,wypożyczenie,Odejścia,"1,00 mln €",Sociedade Esportiva Palmeiras,1.liga,Brazylia,wypożyczenie
2858,Hellas Verona,1.liga,Włochy,Lubomir Tupta,22,Środkowy napastnik,ŚNP,Słowacja,wypożyczenie,Odejścia,400 tys. €,FC Sion,1.liga,Szwajcaria,wypożyczenie
2859,Hellas Verona,1.liga,Włochy,Nicolò Casale,22,Środkowy obrońca,ŚOB,Włochy,wypożyczenie,Odejścia,"2,00 mln €",Empoli FC ,1.liga,Włochy,wypożyczenie
2860,Hellas Verona,1.liga,Włochy,Yves Bationo,26,Środkowy pomocnik,ŚPM,Burkina Faso,wypożyczenie,Odejścia,-,Flamurtari FC,,,wypożyczenie
2861,Hellas Verona,1.liga,Włochy,Antonino Ragusa,30,Lewy napastnik,LNP,Włochy,wypożyczenie,Odejścia,500 tys. €,Brescia Calcio,2.liga,Włochy,wypożyczenie
2862,Hellas Verona,1.liga,Włochy,Salvatore Bocchetti,33,Środkowy obrońca,ŚOB,Włochy,wypożyczenie,Odejścia,-,Delfino Pescara 1936,3.liga,Włochy,wypożyczenie
2863,Hellas Verona,1.liga,Włochy,Mariusz Stepinski,25,Środkowy napastnik,ŚNP,Polska,wypożyczenie,Odejścia,"2,50 mln €",US Lecce,2.liga,Włochy,wypożyczenie
2864,Hellas Verona,1.liga,Włochy,Valerio Verre,26,Środkowy pomocnik,ŚPM,Włochy,koniec wypżyczenia31 sie 2020,Odejścia,"3,50 mln €",UC Sampdoria,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2865,Hellas Verona,1.liga,Włochy,Riccardo Tosi,20,Bramkarz,BRK,Włochy,-,Odejścia,150 tys. €,Mantova 1911,3.liga,Włochy,-
2866,Hellas Verona,1.liga,Włochy,Edoardo Pavan,22,Prawy obrońca,POB,Włochy,-,Odejścia,50 tys. €,Bez klubuBez klubu,,,-
2867,Hellas Verona,1.liga,Włochy,Giampaolo Pazzini,36,Środkowy napastnik,ŚNP,Włochy,-,Odejścia,-,Bez klubuBez klubu,,,-
2868,Hellas Verona,1.liga,Włochy,Vincenzo Silvestro,22,Środkowy pomocnik,ŚPM,Włochy,-,Odejścia,100 tys. €,Mantova 1911,3.liga,Włochy,-
2869,Hellas Verona,1.liga,Włochy,Matteo Pinton,22,Prawy pomocnik,PPM,Włochy,-,Odejścia,50 tys. €,Mantova 1911,3.liga,Włochy,-
2870,Hellas Verona,1.liga,Włochy,Emmanuel Badu,30,Środkowy pomocnik,ŚPM,Ghana,-,Odejścia,300 tys. €,Bez klubuBez klubu,,,-
2871,Hellas Verona,1.liga,Włochy,Fabio Borini,29,Lewy napastnik,LNP,Włochy,-,Odejścia,"3,50 mln €",Bez klubuBez klubu,,,-
2872,Hellas Verona,1.liga,Włochy,Alberto Almici,27,Prawy obrońca,POB,Włochy,-,Odejścia,350 tys. €,Bez klubuBez klubu,,,-
2873,Hellas Verona,1.liga,Włochy,Luca Checchin,23,Defensywny pomocnik,DPM,Włochy,-,Odejścia,-,,,,-
2874,Hellas Verona,1.liga,Włochy,Aleksejs Saveljevs,21,Środkowy pomocnik,ŚPM,Łotwa,-,Odejścia,75 tys. €,Mantova 1911,3.liga,Włochy,-
2875,Hellas Verona,1.liga,Włochy,Valentin Eysseric,28,Ofensywny pomocnik,OPM,Francja,koniec wypżyczenia31 sie 2020,Odejścia,"1,20 mln €",AC Fiorentina,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2876,Hellas Verona,1.liga,Włochy,Sofyan Amrabat,24,Defensywny pomocnik,DPM,Maroko,koniec wypżyczenia31 sie 2020,Odejścia,"12,00 mln €",AC Fiorentina,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2877,Hellas Verona,1.liga,Włochy,Amir Rrahmani,26,Środkowy obrońca,ŚOB,Kosowo,koniec wypżyczenia31 sie 2020,Odejścia,"16,00 mln €",SSC Napoli,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2878,Hellas Verona,1.liga,Włochy,Eddie Salcedo,18,Środkowy napastnik,ŚNP,Włochy,koniec wypżyczenia30 sie 2020,Odejścia,"8,50 mln €",Genoa CFC,1.liga,Włochy,koniec wypżyczenia30 sie 2020
2879,Hellas Verona,1.liga,Włochy,Claud Adjapong,22,Prawy obrońca,POB,Włochy,koniec wypżyczenia31 sie 2020,Odejścia,"2,00 mln €",US Sassuolo,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2880,Hellas Verona,1.liga,Włochy,Koray Günter,26,Środkowy obrońca,ŚOB,Niemcy,koniec wypżyczenia31 sie 2020,Odejścia,"5,00 mln €",Genoa CFC,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2881,Hellas Verona,1.liga,Włochy,Emmanuel Badu,29,Środkowy pomocnik,ŚPM,Ghana,koniec wypżyczenia31 sie 2020,Odejścia,300 tys. €,Udinese Calcio,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2882,Hellas Verona,1.liga,Włochy,Boris Radunović,24,Bramkarz,BRK,Serbia,koniec wypżyczenia31 sie 2020,Odejścia,300 tys. €,Atalanta BC,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2883,Inter Mediolan,1.liga,Włochy,Achraf Hakimi,21,Prawy obrońca,POB,Maroko,"43,00 mln €",Nabytki,"70,00 mln €",Real Madryt,1.liga,Hiszpania,"43,00 mln €"
2884,Inter Mediolan,1.liga,Włochy,Nicolò Barella,23,Środkowy pomocnik,ŚPM,Włochy,"32,50 mln €",Nabytki,"65,00 mln €",Cagliari Calcio,1.liga,Włochy,"32,50 mln €"
2885,Inter Mediolan,1.liga,Włochy,Andrea Pinamonti,21,Środkowy napastnik,ŚNP,Włochy,"21,00 mln €",Nabytki,"12,00 mln €",Genoa CFC,1.liga,Włochy,"21,00 mln €"
2886,Inter Mediolan,1.liga,Włochy,Stefano Sensi,25,Środkowy pomocnik,ŚPM,Włochy,"20,00 mln €",Nabytki,"10,00 mln €",US Sassuolo,1.liga,Włochy,"20,00 mln €"
2887,Inter Mediolan,1.liga,Włochy,Darian Males,19,Ofensywny pomocnik,OPM,Szwajcaria,"2,50 mln €",Nabytki,"3,50 mln €",FC Luzern,1.liga,Szwajcaria,"2,50 mln €"
2888,Inter Mediolan,1.liga,Włochy,Aleksandar Kolarov,34,Lewy obrońca,LOB,Serbia,"1,50 mln €",Nabytki,"1,50 mln €",AS Roma,1.liga,Włochy,"1,50 mln €"
2889,Inter Mediolan,1.liga,Włochy,Georgios Vagiannidis,18,Prawy obrońca,POB,Grecja,bez odstępnego,Nabytki,200 tys. €,Panathinaikos Ateny,1.liga,Grecja,bez odstępnego
2890,Inter Mediolan,1.liga,Włochy,Arturo Vidal,33,Środkowy pomocnik,ŚPM,Chile,bez odstępnego,Nabytki,"3,50 mln €",FC Barcelona,1.liga,Hiszpania,bez odstępnego
2891,Inter Mediolan,1.liga,Włochy,Alexis Sánchez,31,Środkowy napastnik,ŚNP,Chile,bez odstępnego,Nabytki,"5,00 mln €",Manchester United,1.liga,Anglia,bez odstępnego
2892,Inter Mediolan,1.liga,Włochy,Matteo Darmian,30,Prawy obrońca,POB,Włochy,wypożyczenie,Nabytki,"7,00 mln €",Parma Calcio 1913,2.liga,Włochy,wypożyczenie
2893,Inter Mediolan,1.liga,Włochy,Filip Stankovic,18,Bramkarz,BRK,Serbia,-,Nabytki,450 tys. €,Inter Primavera,ieżowa,Włochy,-
2894,Inter Mediolan,1.liga,Włochy,Mauro Icardi,27,Środkowy napastnik,ŚNP,Argentyna,"50,00 mln €",Odejścia,"35,00 mln €",FC Paris Saint-Germain,1.liga,Francja,"50,00 mln €"
2895,Inter Mediolan,1.liga,Włochy,Andrea Pinamonti,21,Środkowy napastnik,ŚNP,Włochy,"19,50 mln €",Odejścia,"12,00 mln €",Genoa CFC,1.liga,Włochy,"19,50 mln €"
2896,Inter Mediolan,1.liga,Włochy,Yann Karamoh,22,Lewy napastnik,LNP,Wybrzeże Kości Słoniowej,"8,00 mln €",Odejścia,"5,00 mln €",Parma Calcio 1913,2.liga,Włochy,"8,00 mln €"
2897,Inter Mediolan,1.liga,Włochy,Dalbert,27,Lewy obrońca,LOB,Brazylia,"opłata za wypożyczenie:2,50 mln €",Odejścia,"4,00 mln €",Stade Rennais FC,1.liga,Francja,"opłata za wypożyczenie:2,50 mln €"
