,Club,ClubLeagueLevel,ClubLeagueNationality,Player,PlayerAge,PlayerPosition,PlayerPositionScut,PlayerNationality,Operation,Bought/Sold,PlayerMarketValue,ClubAssigned,ClubAssignedLeagueLevel,ClubAssignedLeagueNationality,TransferValue
15619,Columbus Crew,1.liga,Stany Zjednaczone,Justin Malou,22,Prawy obrońca,POB,Senegal,draft,Nabytki,-,Clemson Tigers (Clemson University),,,draft
15620,Columbus Crew,1.liga,Stany Zjednaczone,Eric Dick,26,Bramkarz,BRK,Stany Zjednaczone,draft,Nabytki,175 tys. €,Sporting Kansas City,1.liga,Stany Zjednaczone,draft
15621,Columbus Crew,1.liga,Stany Zjednaczone,Liam Fraser,23,Defensywny pomocnik,DPM,Kanada,opłata za wypożyczenie:45 tys. €,Nabytki,"1,50 mln €",Toronto FC,1.liga,Stany Zjednaczone,opłata za wypożyczenie:45 tys. €
15622,Columbus Crew,1.liga,Stany Zjednaczone,Fatai Alashe,26,Defensywny pomocnik,DPM,Stany Zjednaczone,?,Nabytki,325 tys. €,FC Cincinnati,1.liga,Stany Zjednaczone,?
15623,Columbus Crew,1.liga,Stany Zjednaczone,Grant Lillard,24,Środkowy obrońca,ŚOB,Stany Zjednaczone,?,Nabytki,100 tys. €,Inter Miami CF,1.liga,Stany Zjednaczone,?
15624,Columbus Crew,1.liga,Stany Zjednaczone,Emmanuel Boateng,26,Lewy pomocnik,LPM,Ghana,?,Nabytki,450 tys. €,D.C. United,1.liga,Stany Zjednaczone,?
15625,Columbus Crew,1.liga,Stany Zjednaczone,Saad Abdul-Salaam,29,Prawy obrońca,POB,Stany Zjednaczone,-,Nabytki,300 tys. €,Bez klubuBez klubu,,,-
15626,Columbus Crew,1.liga,Stany Zjednaczone,Marlon Hairston,26,Prawy napastnik,PNP,Stany Zjednaczone,-,Nabytki,600 tys. €,Bez klubuBez klubu,,,-
15627,Columbus Crew,1.liga,Stany Zjednaczone,Axel Sjöberg,29,Środkowy obrońca,ŚOB,Szwecja,koniec wypżyczenia30 cze 2020,Nabytki,250 tys. €,San Antonio FC,2.liga,Stany Zjednaczone,koniec wypżyczenia30 cze 2020
15628,Columbus Crew,1.liga,Stany Zjednaczone,Miguel Berry,23,Środkowy napastnik,ŚNP,Hiszpania,koniec wypżyczenia30 lis 2020,Nabytki,500 tys. €,San Diego Loyal SC,2.liga,Stany Zjednaczone,koniec wypżyczenia30 lis 2020
15629,Columbus Crew,1.liga,Stany Zjednaczone,Jon Kempin,27,Bramkarz,BRK,Stany Zjednaczone,koniec wypżyczenia30 lis 2020,Nabytki,250 tys. €,San Diego Loyal SC,2.liga,Stany Zjednaczone,koniec wypżyczenia30 lis 2020
15630,Columbus Crew,1.liga,Stany Zjednaczone,Youness Mokhtar,29,Lewy napastnik,LNP,Maroko,bez odstępnego,Odejścia,750 tys. €,ADO Den Haag,2.liga,Holandia,bez odstępnego
15631,Columbus Crew,1.liga,Stany Zjednaczone,Héctor Jiménez,32,Lewy obrońca,LOB,Stany Zjednaczone,bez odstępnego,Odejścia,400 tys. €,Austin FC,1.liga,Stany Zjednaczone,bez odstępnego
15632,Columbus Crew,1.liga,Stany Zjednaczone,Emmanuel Boateng,26,Lewy pomocnik,LPM,Ghana,bez odstępnego,Odejścia,450 tys. €,New England Revolution,1.liga,Stany Zjednaczone,bez odstępnego
15633,Columbus Crew,1.liga,Stany Zjednaczone,Sebastian Berhalter,19,Środkowy pomocnik,ŚPM,Stany Zjednaczone,opłata za wypożyczenie:45 tys. €,Odejścia,500 tys. €,Austin FC,1.liga,Stany Zjednaczone,opłata za wypożyczenie:45 tys. €
15634,Columbus Crew,1.liga,Stany Zjednaczone,Andrew Tarbell,27,Bramkarz,BRK,Stany Zjednaczone,?,Odejścia,150 tys. €,Austin FC,1.liga,Stany Zjednaczone,?
15635,Columbus Crew,1.liga,Stany Zjednaczone,Jon Kempin,27,Bramkarz,BRK,Stany Zjednaczone,?,Odejścia,250 tys. €,D.C. United,1.liga,Stany Zjednaczone,?
15636,Columbus Crew,1.liga,Stany Zjednaczone,Chris Cadden,24,Prawy obrońca,POB,Szkocja,?,Odejścia,700 tys. €,Hibernian FC,1.liga,Szkocja,?
15637,Columbus Crew,1.liga,Stany Zjednaczone,Axel Sjöberg,29,Środkowy obrońca,ŚOB,Szwecja,?,Odejścia,250 tys. €,D.C. United,1.liga,Stany Zjednaczone,?
15638,Columbus Crew,1.liga,Stany Zjednaczone,Miguel Berry,22,Środkowy napastnik,ŚNP,Hiszpania,wypożyczenie,Odejścia,500 tys. €,San Diego Loyal SC,2.liga,Stany Zjednaczone,wypożyczenie
15639,Columbus Crew,1.liga,Stany Zjednaczone,Miguel Berry,23,Środkowy napastnik,ŚNP,Hiszpania,wypożyczenie,Odejścia,500 tys. €,San Diego Loyal SC,2.liga,Stany Zjednaczone,wypożyczenie
15640,Columbus Crew,1.liga,Stany Zjednaczone,Justin Malou,22,Prawy obrońca,POB,Senegal,-,Odejścia,-,Bez klubuBez klubu,,,-
15641,Columbus Crew,1.liga,Stany Zjednaczone,Fanendo Adi,30,Środkowy napastnik,ŚNP,Nigeria,-,Odejścia,400 tys. €,Bez klubuBez klubu,,,-
15642,Columbus Crew,1.liga,Stany Zjednaczone,Krisztián Németh,31,Środkowy napastnik,ŚNP,Węgry,-,Odejścia,350 tys. €,Bez klubuBez klubu,,,-
15643,Columbus Crew,1.liga,Stany Zjednaczone,Jordan Hamilton,24,Środkowy napastnik,ŚNP,Kanada,-,Odejścia,275 tys. €,Bez klubuBez klubu,,,-
15644,Columbus Crew,1.liga,Stany Zjednaczone,Fatai Alashe,27,Defensywny pomocnik,DPM,Stany Zjednaczone,-,Odejścia,325 tys. €,Bez klubuBez klubu,,,-
15645,New England Revolution,1.liga,Stany Zjednaczone,Arnór Ingvi Traustason,27,Lewy napastnik,LNP,Islandia,455 tys. €,Nabytki,"1,50 mln €",Malmö FF,1.liga,Szwecja,455 tys. €
15646,New England Revolution,1.liga,Stany Zjednaczone,Matt Polster,27,Defensywny pomocnik,DPM,Stany Zjednaczone,330 tys. €,Nabytki,"1,00 mln €",Glasgow Rangers,1.liga,Szkocja,330 tys. €
15647,New England Revolution,1.liga,Stany Zjednaczone,A. J. DeLaGarza,33,Prawy obrońca,POB,Guam,bez odstępnego,Nabytki,200 tys. €,Inter Miami CF,1.liga,Stany Zjednaczone,bez odstępnego
15648,New England Revolution,1.liga,Stany Zjednaczone,Christian Mafla,27,Lewy obrońca,LOB,Kolumbia,bez odstępnego,Nabytki,400 tys. €,Atlético Nacional,1.liga,Kolumbia,bez odstępnego
15649,New England Revolution,1.liga,Stany Zjednaczone,Earl Edwards Jr.,28,Bramkarz,BRK,Stany Zjednaczone,bez odstępnego,Nabytki,125 tys. €,D.C. United,1.liga,Stany Zjednaczone,bez odstępnego
15650,New England Revolution,1.liga,Stany Zjednaczone,Emmanuel Boateng,26,Lewy pomocnik,LPM,Ghana,bez odstępnego,Nabytki,450 tys. €,Columbus Crew,1.liga,Stany Zjednaczone,bez odstępnego
15651,New England Revolution,1.liga,Stany Zjednaczone,Edward Kizza,22,Środkowy napastnik,ŚNP,Uganda,draft,Nabytki,200 tys. €,Pittsburgh Panthers (University of Pittsburgh),,,draft
15652,New England Revolution,1.liga,Stany Zjednaczone,Lee Nguyen,33,Ofensywny pomocnik,OPM,Stany Zjednaczone,40 tys. €,Nabytki,400 tys. €,Inter Miami CF,1.liga,Stany Zjednaczone,40 tys. €
15653,New England Revolution,1.liga,Stany Zjednaczone,Tommy McNamara,29,Lewy napastnik,LNP,Stany Zjednaczone,?,Nabytki,500 tys. €,Houston Dynamo FC,1.liga,Stany Zjednaczone,?
15654,New England Revolution,1.liga,Stany Zjednaczone,Kekuta Manneh,25,Lewy napastnik,LNP,Stany Zjednaczone,?,Nabytki,500 tys. €,FC Cincinnati,1.liga,Stany Zjednaczone,?
15655,New England Revolution,1.liga,Stany Zjednaczone,Maciel,21,Środkowy pomocnik,ŚPM,Brazylia,-,Nabytki,600 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,-
15656,New England Revolution,1.liga,Stany Zjednaczone,Jon Bell,23,Środkowy obrońca,ŚOB,Stany Zjednaczone,-,Nabytki,400 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,-
15657,New England Revolution,1.liga,Stany Zjednaczone,Collin Verfurth,24,Środkowy obrońca,ŚOB,Stany Zjednaczone,-,Nabytki,150 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,-
15658,New England Revolution,1.liga,Stany Zjednaczone,Wilfrid Kaptoum,24,Środkowy pomocnik,ŚPM,Kamerun,-,Nabytki,"1,50 mln €",Bez klubuBez klubu,,,-
15659,New England Revolution,1.liga,Stany Zjednaczone,Nicolas Firmino,19,Ofensywny pomocnik,OPM,Brazylia,koniec wypżyczenia30 lis 2020,Nabytki,150 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,koniec wypżyczenia30 lis 2020
15660,New England Revolution,1.liga,Stany Zjednaczone,Collin Verfurth,24,Środkowy obrońca,ŚOB,Stany Zjednaczone,koniec wypżyczenia30 lis 2020,Nabytki,150 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,koniec wypżyczenia30 lis 2020
15661,New England Revolution,1.liga,Stany Zjednaczone,Damián Rivera,17,Ofensywny pomocnik,OPM,Stany Zjednaczone,koniec wypżyczenia30 lis 2020,Nabytki,200 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,koniec wypżyczenia30 lis 2020
15662,New England Revolution,1.liga,Stany Zjednaczone,Isaac Angking,20,Środkowy pomocnik,ŚPM,Portoryko,koniec wypżyczenia31 gru 2020,Nabytki,150 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,koniec wypżyczenia31 gru 2020
15663,New England Revolution,1.liga,Stany Zjednaczone,Justin Rennicks,21,Środkowy napastnik,ŚNP,Stany Zjednaczone,koniec wypżyczenia30 lis 2020,Nabytki,175 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,koniec wypżyczenia30 lis 2020
15664,New England Revolution,1.liga,Stany Zjednaczone,Wilfried Zahibo,26,Środkowy pomocnik,ŚPM,Republika Środkowoafrykańska,159 tys. €,Odejścia,350 tys. €,Houston Dynamo FC,1.liga,Stany Zjednaczone,159 tys. €
15665,New England Revolution,1.liga,Stany Zjednaczone,Diego Fagúndez,25,Lewy napastnik,LNP,Urugwaj,bez odstępnego,Odejścia,"2,00 mln €",Austin FC,1.liga,Stany Zjednaczone,bez odstępnego
15666,New England Revolution,1.liga,Stany Zjednaczone,Jeff Caldwell,24,Bramkarz,BRK,Stany Zjednaczone,bez odstępnego,Odejścia,175 tys. €,Hartford Athletic,2.liga,Stany Zjednaczone,bez odstępnego
15667,New England Revolution,1.liga,Stany Zjednaczone,Kelyn Rowe,29,Środkowy pomocnik,ŚPM,Stany Zjednaczone,bez odstępnego,Odejścia,750 tys. €,Seattle Sounders FC,1.liga,Stany Zjednaczone,bez odstępnego
15668,New England Revolution,1.liga,Stany Zjednaczone,Antonio Delamea Mlinar,29,Środkowy obrońca,ŚOB,Słowenia,bez odstępnego,Odejścia,400 tys. €,NK Olimpija Ljubljana,1.liga,Słowenia,bez odstępnego
15669,New England Revolution,1.liga,Stany Zjednaczone,Kekuta Manneh,26,Lewy napastnik,LNP,Stany Zjednaczone,bez odstępnego,Odejścia,500 tys. €,Austin FC,1.liga,Stany Zjednaczone,bez odstępnego
15670,New England Revolution,1.liga,Stany Zjednaczone,Lee Nguyen,34,Ofensywny pomocnik,OPM,Stany Zjednaczone,?,Odejścia,400 tys. €,Ho Chi Minh City FC,1.liga,Wietnam,?
15671,New England Revolution,1.liga,Stany Zjednaczone,Nicolas Firmino,19,Ofensywny pomocnik,OPM,Brazylia,-,Odejścia,150 tys. €,Bez klubuBez klubu,,,-
15672,New England Revolution,1.liga,Stany Zjednaczone,Isaac Angking,20,Środkowy pomocnik,ŚPM,Portoryko,-,Odejścia,150 tys. €,Bez klubuBez klubu,,,-
15673,New England Revolution,1.liga,Stany Zjednaczone,Alexander Büttner,31,Lewy obrońca,LOB,Holandia,-,Odejścia,500 tys. €,Bez klubuBez klubu,,,-
15674,New England Revolution,1.liga,Stany Zjednaczone,Seth Sinovic,33,Lewy obrońca,LOB,Stany Zjednaczone,-,Odejścia,-,Bez klubuBez klubu,,,-
15675,New England Revolution,1.liga,Stany Zjednaczone,Cristian Penilla,29,Lewy napastnik,LNP,Ekwador,-,Odejścia,"1,00 mln €",Bez klubuBez klubu,,,-
15676,New England Revolution,1.liga,Stany Zjednaczone,Michael Mancienne,32,Środkowy obrońca,ŚOB,Anglia,-,Odejścia,400 tys. €,Bez klubuBez klubu,,,-
15677,New England Revolution,1.liga,Stany Zjednaczone,Earl Edwards Jr.,29,Bramkarz,BRK,Stany Zjednaczone,wypożyczenie,Odejścia,125 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,wypożyczenie
15678,New England Revolution,1.liga,Stany Zjednaczone,Justin Rennicks,22,Środkowy napastnik,ŚNP,Stany Zjednaczone,wypożyczenie,Odejścia,175 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,wypożyczenie
15679,New England Revolution,1.liga,Stany Zjednaczone,Collin Verfurth,25,Środkowy obrońca,ŚOB,Stany Zjednaczone,wypożyczenie,Odejścia,150 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,wypożyczenie
15680,New England Revolution,1.liga,Stany Zjednaczone,Damián Rivera,18,Ofensywny pomocnik,OPM,Stany Zjednaczone,wypożyczenie,Odejścia,200 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,wypożyczenie
15681,New England Revolution,1.liga,Stany Zjednaczone,Luis Caicedo,24,Defensywny pomocnik,DPM,Kolumbia,wypożyczenie,Odejścia,500 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,wypożyczenie
15682,New England Revolution,1.liga,Stany Zjednaczone,Christian Mafla,28,Lewy obrońca,LOB,Kolumbia,wypożyczenie,Odejścia,400 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,wypożyczenie
15683,New England Revolution,1.liga,Stany Zjednaczone,Nicolas Firmino,19,Ofensywny pomocnik,OPM,Brazylia,wypożyczenie,Odejścia,150 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,wypożyczenie
15684,New England Revolution,1.liga,Stany Zjednaczone,Collin Verfurth,24,Środkowy obrońca,ŚOB,Stany Zjednaczone,wypożyczenie,Odejścia,150 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,wypożyczenie
15685,New England Revolution,1.liga,Stany Zjednaczone,Damián Rivera,17,Ofensywny pomocnik,OPM,Stany Zjednaczone,wypożyczenie,Odejścia,200 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,wypożyczenie
15686,New England Revolution,1.liga,Stany Zjednaczone,Isaac Angking,20,Środkowy pomocnik,ŚPM,Portoryko,wypożyczenie,Odejścia,150 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,wypożyczenie
15687,New England Revolution,1.liga,Stany Zjednaczone,Justin Rennicks,21,Środkowy napastnik,ŚNP,Stany Zjednaczone,wypożyczenie,Odejścia,175 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,wypożyczenie
15688,New York Red Bulls,1.liga,Stany Zjednaczone,Patryk Klimala,22,Środkowy napastnik,ŚNP,Polska,"4,36 mln €",Nabytki,"3,50 mln €",Celtic Glasgow,1.liga,Szkocja,"4,36 mln €"
15689,New York Red Bulls,1.liga,Stany Zjednaczone,Frankie Amaya,20,Ofensywny pomocnik,OPM,Stany Zjednaczone,864 tys. €,Nabytki,"2,00 mln €",FC Cincinnati,1.liga,Stany Zjednaczone,864 tys. €
15690,New York Red Bulls,1.liga,Stany Zjednaczone,Dru Yearwood,20,Środkowy pomocnik,ŚPM,Anglia,500 tys. €,Nabytki,800 tys. €,FC Brentford,1.liga,Anglia,500 tys. €
15691,New York Red Bulls,1.liga,Stany Zjednaczone,AJ Marcucci,21,Bramkarz,BRK,Stany Zjednaczone,draft,Nabytki,100 tys. €,NieznanyNieznany,,,draft
15692,New York Red Bulls,1.liga,Stany Zjednaczone,Lamine Conte,22,Środkowy obrońca,ŚOB,Stany Zjednaczone,draft,Nabytki,25 tys. €,Louisville Cardinals (University of Louisville),,,draft
15693,New York Red Bulls,1.liga,Stany Zjednaczone,Luther Archimède,21,Środkowy napastnik,ŚNP,Gwadelupa,draft,Nabytki,150 tys. €,Syracuse Orange (Syracuse University),,,draft
15694,New York Red Bulls,1.liga,Stany Zjednaczone,Andrew Gutman,24,Lewy obrońca,LOB,Stany Zjednaczone,opłata za wypożyczenie:45 tys. €,Nabytki,600 tys. €,Atlanta United FC,1.liga,Stany Zjednaczone,opłata za wypożyczenie:45 tys. €
15695,New York Red Bulls,1.liga,Stany Zjednaczone,Cameron Harper,19,Prawy napastnik,PNP,Stany Zjednaczone,?,Nabytki,200 tys. €,Celtic Glasgow Reserves,,,?
15696,New York Red Bulls,1.liga,Stany Zjednaczone,Wikelman Carmona,17,Ofensywny pomocnik,OPM,Wenezuela,?,Nabytki,800 tys. €,Dynamo Puerto FC,,,?
15697,New York Red Bulls,1.liga,Stany Zjednaczone,Andrés Reyes,21,Środkowy obrońca,ŚOB,Kolumbia,?,Nabytki,"1,00 mln €",Atlético Nacional,1.liga,Kolumbia,?
15698,New York Red Bulls,1.liga,Stany Zjednaczone,Tom Edwards,22,Prawy obrońca,POB,Anglia,wypożyczenie,Nabytki,"1,80 mln €",Stoke City,2.liga,Anglia,wypożyczenie
15699,New York Red Bulls,1.liga,Stany Zjednaczone,Fábio,23,Środkowy napastnik,ŚNP,Brazylia,wypożyczenie,Nabytki,"1,50 mln €",Oeste Futebol Clube (SP),,,wypożyczenie
15700,New York Red Bulls,1.liga,Stany Zjednaczone,Samuel Tetteh,24,Środkowy napastnik,ŚNP,Ghana,wypożyczenie,Nabytki,400 tys. €,Red Bull Salzburg,1.liga,Austria,wypożyczenie
15701,New York Red Bulls,1.liga,Stany Zjednaczone,Carlos Coronel,24,Bramkarz,BRK,Brazylia,wypożyczenie,Nabytki,600 tys. €,Red Bull Salzburg,1.liga,Austria,wypożyczenie
15702,New York Red Bulls,1.liga,Stany Zjednaczone,Youba Diarra,22,Środkowy pomocnik,ŚPM,Mali,wypożyczenie,Nabytki,500 tys. €,Red Bull Salzburg,1.liga,Austria,wypożyczenie
15703,New York Red Bulls,1.liga,Stany Zjednaczone,Bento Estrela,14,Środkowy pomocnik,ŚPM,Portugalia,-,Nabytki,-,New York Red Bulls Academy,,,-
15704,New York Red Bulls,1.liga,Stany Zjednaczone,Luca Lewis,19,Bramkarz,BRK,Stany Zjednaczone,-,Nabytki,75 tys. €,New York Red Bulls II,2.liga,Stany Zjednaczone,-
15705,New York Red Bulls,1.liga,Stany Zjednaczone,Caden Clark,17,Ofensywny pomocnik,OPM,Stany Zjednaczone,-,Nabytki,"3,50 mln €",New York Red Bulls II,2.liga,Stany Zjednaczone,-
15706,New York Red Bulls,1.liga,Stany Zjednaczone,Ben Mines,20,Prawy napastnik,PNP,Stany Zjednaczone,koniec wypżyczenia30 lis 2020,Nabytki,125 tys. €,New York Red Bulls II,2.liga,Stany Zjednaczone,koniec wypżyczenia30 lis 2020
15707,New York Red Bulls,1.liga,Stany Zjednaczone,Tim Parker,27,Środkowy obrońca,ŚOB,Stany Zjednaczone,409 tys. €,Odejścia,"1,50 mln €",Houston Dynamo FC,1.liga,Stany Zjednaczone,409 tys. €
15708,New York Red Bulls,1.liga,Stany Zjednaczone,Brian White,25,Środkowy napastnik,ŚNP,Stany Zjednaczone,364 tys. €,Odejścia,"3,00 mln €",Vancouver Whitecaps FC,1.liga,Stany Zjednaczone,364 tys. €
15709,New York Red Bulls,1.liga,Stany Zjednaczone,Chris Lema,24,Środkowy pomocnik,ŚPM,Stany Zjednaczone,bez odstępnego,Odejścia,225 tys. €,San Antonio FC,2.liga,Stany Zjednaczone,bez odstępnego
15710,New York Red Bulls,1.liga,Stany Zjednaczone,Jared Stroud,24,Lewy napastnik,LNP,Stany Zjednaczone,draft,Odejścia,800 tys. €,Austin FC,1.liga,Stany Zjednaczone,draft
15711,New York Red Bulls,1.liga,Stany Zjednaczone,Ben Mines,20,Prawy napastnik,PNP,Stany Zjednaczone,draft,Odejścia,125 tys. €,FC Cincinnati,1.liga,Stany Zjednaczone,draft
15712,New York Red Bulls,1.liga,Stany Zjednaczone,Kendall McIntosh,26,Bramkarz,BRK,Stany Zjednaczone,draft,Odejścia,200 tys. €,Sporting Kansas City,1.liga,Stany Zjednaczone,draft
15713,New York Red Bulls,1.liga,Stany Zjednaczone,Alex Muyl,24,Prawy napastnik,PNP,Stany Zjednaczone,?,Odejścia,"1,00 mln €",Nashville SC,1.liga,Stany Zjednaczone,?
15714,New York Red Bulls,1.liga,Stany Zjednaczone,Kaku,26,Ofensywny pomocnik,OPM,Paragwaj,?,Odejścia,"4,80 mln €",Al-Taawon,1.liga,Arabia Saudyjska,?
15715,New York Red Bulls,1.liga,Stany Zjednaczone,Patrick Seagrist,22,Lewy obrońca,LOB,Stany Zjednaczone,?,Odejścia,200 tys. €,Inter Miami CF,1.liga,Stany Zjednaczone,?
15716,New York Red Bulls,1.liga,Stany Zjednaczone,Mathias Jörgensen,20,Środkowy napastnik,ŚNP,Dania,wypożyczenie,Odejścia,500 tys. €,Aarhus GF,1.liga,Dania,wypożyczenie
15717,New York Red Bulls,1.liga,Stany Zjednaczone,Marc Rzatkowski,30,Środkowy pomocnik,ŚPM,Niemcy,-,Odejścia,500 tys. €,Bez klubuBez klubu,,,-
15718,New York Red Bulls,1.liga,Stany Zjednaczone,Lamine Conte,22,Środkowy obrońca,ŚOB,Stany Zjednaczone,-,Odejścia,25 tys. €,Bez klubuBez klubu,,,-
15719,New York Red Bulls,1.liga,Stany Zjednaczone,Luther Archimède,21,Środkowy napastnik,ŚNP,Gwadelupa,-,Odejścia,150 tys. €,Bez klubuBez klubu,,,-
15720,New York Red Bulls,1.liga,Stany Zjednaczone,AJ Marcucci,21,Bramkarz,BRK,Stany Zjednaczone,-,Odejścia,100 tys. €,Bez klubuBez klubu,,,-
15721,New York Red Bulls,1.liga,Stany Zjednaczone,Samuel Tetteh,24,Środkowy napastnik,ŚNP,Ghana,koniec wypżyczenia31 gru 2020,Odejścia,400 tys. €,Red Bull Salzburg,1.liga,Austria,koniec wypżyczenia31 gru 2020
15722,New York Red Bulls,1.liga,Stany Zjednaczone,Josh Sims,23,Prawy napastnik,PNP,Anglia,koniec wypżyczenia30 cze 2020,Odejścia,900 tys. €,FC Southampton,1.liga,Anglia,koniec wypżyczenia30 cze 2020
15723,Chicago Fire FC,1.liga,Stany Zjednaczone,Chinonso Offor,20,Środkowy napastnik,ŚNP,Nigeria,760 tys. €,Nabytki,600 tys. €,FK RFS,1.liga,Łotwa,760 tys. €
15724,Chicago Fire FC,1.liga,Stany Zjednaczone,Stanislav Ivanov,21,Prawy napastnik,PNP,Bułgaria,300 tys. €,Nabytki,600 tys. €,Levski Sofia,1.liga,Bułgaria,300 tys. €
15725,Chicago Fire FC,1.liga,Stany Zjednaczone,Carlos Terán,19,Środkowy obrońca,ŚOB,Kolumbia,?,Nabytki,200 tys. €,Envigado FC,1.liga,Kolumbia,?
15726,Chicago Fire FC,1.liga,Stany Zjednaczone,Jhon Espinoza,21,Prawy obrońca,POB,Ekwador,?,Nabytki,600 tys. €,SD Aucas,1.liga,Ekwador,?
15727,Chicago Fire FC,1.liga,Stany Zjednaczone,Allan Rodriguez,16,Defensywny pomocnik,DPM,Stany Zjednaczone,koniec wypżyczenia30 lis 2020,Nabytki,50 tys. €,Forward Madison FC,3.liga,Stany Zjednaczone,koniec wypżyczenia30 lis 2020
15728,Chicago Fire FC,1.liga,Stany Zjednaczone,Alex Monis,17,Prawy napastnik,PNP,Stany Zjednaczone,koniec wypżyczenia30 lis 2020,Nabytki,100 tys. €,Forward Madison FC,3.liga,Stany Zjednaczone,koniec wypżyczenia30 lis 2020
15729,Chicago Fire FC,1.liga,Stany Zjednaczone,Chris Brady,16,Bramkarz,BRK,Stany Zjednaczone,koniec wypżyczenia30 lis 2020,Nabytki,100 tys. €,Forward Madison FC,3.liga,Stany Zjednaczone,koniec wypżyczenia30 lis 2020
15730,Chicago Fire FC,1.liga,Stany Zjednaczone,Djordje Mihailovic,22,Ofensywny pomocnik,OPM,Stany Zjednaczone,727 tys. €,Odejścia,"5,00 mln €",Club de Foot Montréal,1.liga,Stany Zjednaczone,727 tys. €
15731,Chicago Fire FC,1.liga,Stany Zjednaczone,Mike Azira,33,Defensywny pomocnik,DPM,Uganda,bez odstępnego,Odejścia,125 tys. €,New Mexico United,2.liga,Stany Zjednaczone,bez odstępnego
15732,Chicago Fire FC,1.liga,Stany Zjednaczone,Connor Sparrow,26,Bramkarz,BRK,Stany Zjednaczone,bez odstępnego,Odejścia,200 tys. €,Miami FC,2.liga,Stany Zjednaczone,bez odstępnego
15733,Chicago Fire FC,1.liga,Stany Zjednaczone,C.J. Sapong,32,Środkowy napastnik,ŚNP,Stany Zjednaczone,bez odstępnego,Odejścia,600 tys. €,Nashville SC,1.liga,Stany Zjednaczone,bez odstępnego
15734,Chicago Fire FC,1.liga,Stany Zjednaczone,Brandt Bronico,25,Środkowy pomocnik,ŚPM,Stany Zjednaczone,?,Odejścia,600 tys. €,Charlotte FC,,,?
15735,Chicago Fire FC,1.liga,Stany Zjednaczone,Andre Reynolds II,20,Lewy obrońca,LOB,Stany Zjednaczone,wypożyczenie,Odejścia,125 tys. €,Memphis 901 FC,2.liga,Stany Zjednaczone,wypożyczenie
15736,Chicago Fire FC,1.liga,Stany Zjednaczone,Jeremiah Gutjahr,23,Prawy pomocnik,PPM,Stany Zjednaczone,-,Odejścia,175 tys. €,Bez klubuBez klubu,,,-
15737,Chicago Fire FC,1.liga,Stany Zjednaczone,Chris Brady,16,Bramkarz,BRK,Stany Zjednaczone,wypożyczenie,Odejścia,100 tys. €,Forward Madison FC,3.liga,Stany Zjednaczone,wypożyczenie
15738,Chicago Fire FC,1.liga,Stany Zjednaczone,Allan Rodriguez,16,Defensywny pomocnik,DPM,Stany Zjednaczone,wypożyczenie,Odejścia,50 tys. €,Forward Madison FC,3.liga,Stany Zjednaczone,wypożyczenie
15739,Chicago Fire FC,1.liga,Stany Zjednaczone,Alex Monis,17,Prawy napastnik,PNP,Stany Zjednaczone,wypożyczenie,Odejścia,100 tys. €,Forward Madison FC,3.liga,Stany Zjednaczone,wypożyczenie
15740,Austin FC,1.liga,Stany Zjednaczone,Rodney Redes,20,Prawy napastnik,PNP,Paragwaj,"2,50 mln €",Nabytki,"2,00 mln €",Club Guaraní,1.liga,Paragwaj,"2,50 mln €"
