,Klub,KlubPoziom,KlubNarodowosc,Zawodnik,ZawodnikWiek,ZawodnikPozycja,ZawodnikPozycjaSkrot,ZawodnikNarodowosc,TypOperacji,Pozyskany/Sprzedany,ZawodnikWartoscRynkowa,KlubPowiazany,KlubPowiazanyPoziom,KlubPowiazanyNarodowosc,KwotaOdstepnego
8341,Servette FC,1.liga,Szwajcaria,Dennis Iapichino,30,Lewy obrońca,LOB,Szwajcaria,bez odstępnego,Odejścia,200 tys. €,FC Sion,1.liga,Szwajcaria,bez odstępnego
8342,Servette FC,1.liga,Szwajcaria,Christopher Routis,30,Środkowy obrońca,ŚOB,Francja,bez odstępnego,Odejścia,150 tys. €,FC Stade-Lausanne-Ouchy,2.liga,Szwajcaria,bez odstępnego
8343,Servette FC,1.liga,Szwajcaria,Michael Gonçalves,25,Prawy obrońca,POB,Szwajcaria,bez odstępnego,Odejścia,200 tys. €,FC Winterthur,2.liga,Szwajcaria,bez odstępnego
8344,Servette FC,1.liga,Szwajcaria,Joao Castanheira,22,Bramkarz,BRK,Szwajcaria,bez odstępnego,Odejścia,-,Etoile Carouge FC,3.liga,Szwajcaria,bez odstępnego
8345,Servette FC,1.liga,Szwajcaria,Alban Ajdini,21,Prawy napastnik,PNP,Kosowo,wypożyczenie,Odejścia,250 tys. €,FC Stade-Lausanne-Ouchy,2.liga,Szwajcaria,wypożyczenie
8346,Servette FC,1.liga,Szwajcaria,Varol Tasar,24,Prawy pomocnik,PPM,Niemcy,wypożyczenie,Odejścia,500 tys. €,FC Luzern,1.liga,Szwajcaria,wypożyczenie
8347,Servette FC,1.liga,Szwajcaria,Mathis Magnin,18,Środkowy obrońca,ŚOB,Szwajcaria,wypożyczenie,Odejścia,100 tys. €,FC Chiasso,3.liga,Szwajcaria,wypożyczenie
8348,Servette FC,1.liga,Szwajcaria,Steven Lang,32,Lewy pomocnik,LPM,Szwajcaria,-,Odejścia,-,,,,-
8349,Servette FC,1.liga,Szwajcaria,Christopher Mfuyi,30,Środkowy obrońca,ŚOB,Demokratyczna Republika Kongo,-,Odejścia,100 tys. €,Bez klubuBez klubu,,,-
8350,Servette FC,1.liga,Szwajcaria,Jung-bin Park,26,Lewy napastnik,LNP,Korea Południowa,-,Odejścia,500 tys. €,Bez klubuBez klubu,,,-
8351,Servette FC,1.liga,Szwajcaria,Lucas Monteiro,19,Prawy obrońca,POB,Szwajcaria,wypożyczenie,Odejścia,25 tys. €,Etoile Carouge FC,3.liga,Szwajcaria,wypożyczenie
8352,Servette FC,1.liga,Szwajcaria,Andrea Maccoppi,33,Środkowy pomocnik,ŚPM,Włochy,wypożyczenie,Odejścia,100 tys. €,FC Chiasso,3.liga,Szwajcaria,wypożyczenie
8353,Servette FC,1.liga,Szwajcaria,Rayan Souici,22,Środkowy obrońca,ŚOB,Francja,koniec wypżyczenia30 cze 2020,Odejścia,150 tys. €,AS Saint-Étienne,1.liga,Francja,koniec wypżyczenia30 cze 2020
8354,FC Luzern,1.liga,Szwajcaria,Samuel Alabi,20,Ofensywny pomocnik,OPM,Ghana,940 tys. €,Nabytki,350 tys. €,FC Ashdod,1.liga,Izrael,940 tys. €
8355,FC Luzern,1.liga,Szwajcaria,Yvan Alounga,18,Środkowy napastnik,ŚNP,Kamerun,500 tys. €,Nabytki,550 tys. €,FC Aarau,2.liga,Szwajcaria,500 tys. €
8356,FC Luzern,1.liga,Szwajcaria,Dejan Sorgic,31,Środkowy napastnik,ŚNP,Szwajcaria,190 tys. €,Nabytki,400 tys. €,AJ Auxerre,2.liga,Francja,190 tys. €
8357,FC Luzern,1.liga,Szwajcaria,Martin Frydek,28,Lewy obrońca,LOB,Czechy,bez odstępnego,Nabytki,700 tys. €,AC Sparta Praga,1.liga,Czechy,bez odstępnego
8358,FC Luzern,1.liga,Szwajcaria,Àlex Carbonell,23,Środkowy pomocnik,ŚPM,Hiszpania,bez odstępnego,Nabytki,300 tys. €,Valencia CF,1.liga,Hiszpania,bez odstępnego
8359,FC Luzern,1.liga,Szwajcaria,Louis Schaub,25,Ofensywny pomocnik,OPM,Austria,wypożyczenie,Nabytki,"2,00 mln €",1.FC Köln,1.liga,Niemcy,wypożyczenie
8360,FC Luzern,1.liga,Szwajcaria,Varol Tasar,24,Prawy pomocnik,PPM,Niemcy,wypożyczenie,Nabytki,500 tys. €,Servette FC,1.liga,Szwajcaria,wypożyczenie
8361,FC Luzern,1.liga,Szwajcaria,Jordy Wehrmann,21,Środkowy pomocnik,ŚPM,Holandia,wypożyczenie,Nabytki,500 tys. €,Feyenoord U21,ieżowa,Holandia,wypożyczenie
8362,FC Luzern,1.liga,Szwajcaria,Lino Lang,20,Prawy pomocnik,PPM,Szwajcaria,-,Nabytki,150 tys. €,FC Luzern U21,4.liga,Szwajcaria,-
8363,FC Luzern,1.liga,Szwajcaria,Mark Marleku,20,Środkowy napastnik,ŚNP,Kosowo,-,Nabytki,250 tys. €,FC Luzern U21,4.liga,Szwajcaria,-
8364,FC Luzern,1.liga,Szwajcaria,Tyron Owusu,17,Środkowy pomocnik,ŚPM,Szwajcaria,-,Nabytki,100 tys. €,Team FC Luzern-SC Kriens U18,ieżowa,Szwajcaria,-
8365,FC Luzern,1.liga,Szwajcaria,Loïc Jacot,21,Bramkarz,BRK,Szwajcaria,koniec wypżyczenia5 sty 2021,Nabytki,100 tys. €,FC Chiasso,3.liga,Szwajcaria,koniec wypżyczenia5 sty 2021
8366,FC Luzern,1.liga,Szwajcaria,Filip Ugrinic,21,Środkowy pomocnik,ŚPM,Szwajcaria,koniec wypżyczenia30 cze 2020,Nabytki,"1,50 mln €",FC Emmen,2.liga,Holandia,koniec wypżyczenia30 cze 2020
8367,FC Luzern,1.liga,Szwajcaria,Darian Males,19,Ofensywny pomocnik,OPM,Szwajcaria,"2,50 mln €",Odejścia,"3,50 mln €",Inter Mediolan,1.liga,Włochy,"2,50 mln €"
8368,FC Luzern,1.liga,Szwajcaria,Blessing Eleke,24,Środkowy napastnik,ŚNP,Nigeria,"1,50 mln €",Odejścia,800 tys. €,Beerschot V.A.,1.liga,Belgia,"1,50 mln €"
8369,FC Luzern,1.liga,Szwajcaria,Idriz Voca,23,Defensywny pomocnik,DPM,Kosowo,380 tys. €,Odejścia,"1,50 mln €",MKE Ankaragücü,2.liga,Turcja,380 tys. €
8370,FC Luzern,1.liga,Szwajcaria,Shkelqim Demhasaj,24,Środkowy napastnik,ŚNP,Kosowo,bez odstępnego,Odejścia,450 tys. €,Grasshopper Club Zurych,1.liga,Szwajcaria,bez odstępnego
8371,FC Luzern,1.liga,Szwajcaria,Eric Tia,23,Lewy pomocnik,LPM,Wybrzeże Kości Słoniowej,bez odstępnego,Odejścia,100 tys. €,Neuchâtel Xamax FCS,2.liga,Szwajcaria,bez odstępnego
8372,FC Luzern,1.liga,Szwajcaria,Otar Kakabadze,25,Prawy obrońca,POB,Gruzja,?,Odejścia,300 tys. €,CD Tenerife,2.liga,Hiszpania,?
8373,FC Luzern,1.liga,Szwajcaria,David Mistrafovic,19,Defensywny pomocnik,DPM,Szwajcaria,wypożyczenie,Odejścia,250 tys. €,SC Kriens,2.liga,Szwajcaria,wypożyczenie
8374,FC Luzern,1.liga,Szwajcaria,Simon Enzler,22,Bramkarz,BRK,Szwajcaria,wypożyczenie,Odejścia,600 tys. €,FC Aarau,2.liga,Szwajcaria,wypożyczenie
8375,FC Luzern,1.liga,Szwajcaria,Mark Marleku,20,Środkowy napastnik,ŚNP,Kosowo,wypożyczenie,Odejścia,250 tys. €,SC Kriens,2.liga,Szwajcaria,wypożyczenie
8376,FC Luzern,1.liga,Szwajcaria,Francesco Margiotta,27,Środkowy napastnik,ŚNP,Włochy,-,Odejścia,600 tys. €,Bez klubuBez klubu,,,-
8377,FC Luzern,1.liga,Szwajcaria,Stefan Wolf,21,Defensywny pomocnik,DPM,Szwajcaria,-,Odejścia,250 tys. €,Bez klubuBez klubu,,,-
8378,FC Luzern,1.liga,Szwajcaria,Ryder Matos,27,Cofnięty napastnik,CNP,Brazylia,koniec wypżyczenia12 sie 2020,Odejścia,"1,00 mln €",Udinese Calcio,1.liga,Włochy,koniec wypżyczenia12 sie 2020
8379,FC Lugano,1.liga,Szwajcaria,Kévin Monzialo,20,Lewy napastnik,LNP,Francja,"2,50 mln €",Nabytki,200 tys. €,Juventus U23,3.liga,Włochy,"2,50 mln €"
8380,FC Lugano,1.liga,Szwajcaria,Jens Odgaard,21,Środkowy napastnik,ŚNP,Dania,opłata za wypożyczenie:255 tys. €,Nabytki,"1,00 mln €",US Sassuolo,1.liga,Włochy,opłata za wypożyczenie:255 tys. €
8381,FC Lugano,1.liga,Szwajcaria,Asumah Abubakar,23,Środkowy napastnik,ŚNP,Portugalia,100 tys. €,Nabytki,"1,30 mln €",SC Kriens,2.liga,Szwajcaria,100 tys. €
8382,FC Lugano,1.liga,Szwajcaria,Alexander Muci,19,Bramkarz,BRK,Szwajcaria,bez odstępnego,Nabytki,150 tys. €,Latina Calcio 1932,3.liga,Włochy,bez odstępnego
8383,FC Lugano,1.liga,Szwajcaria,Ransford Selasi,24,Środkowy pomocnik,ŚPM,Ghana,bez odstępnego,Nabytki,250 tys. €,Juventus U23,3.liga,Włochy,bez odstępnego
8384,FC Lugano,1.liga,Szwajcaria,Christopher Lungoyi,20,Cofnięty napastnik,CNP,Szwajcaria,wypożyczenie,Nabytki,600 tys. €,Juventus U23,3.liga,Włochy,wypożyczenie
8385,FC Lugano,1.liga,Szwajcaria,Lucky Opara,21,Prawy obrońca,POB,Nigeria,wypożyczenie,Nabytki,200 tys. €,Spartaks Jurmala,1.liga,Łotwa,wypożyczenie
8386,FC Lugano,1.liga,Szwajcaria,Mickaël Facchinetti,29,Lewy obrońca,LOB,Szwajcaria,?,Nabytki,500 tys. €,FC Sion,1.liga,Szwajcaria,?
8387,FC Lugano,1.liga,Szwajcaria,Joaquín Ardaiz,21,Środkowy napastnik,ŚNP,Urugwaj,?,Nabytki,700 tys. €,FC Chiasso,3.liga,Szwajcaria,?
8388,FC Lugano,1.liga,Szwajcaria,Kévin Monzialo,20,Lewy napastnik,LNP,Francja,wypożyczenie,Nabytki,200 tys. €,Juventus U23,3.liga,Włochy,wypożyczenie
8389,FC Lugano,1.liga,Szwajcaria,Marcis Oss,29,Środkowy obrońca,ŚOB,Łotwa,wypożyczenie,Nabytki,250 tys. €,Spartaks Jurmala,1.liga,Łotwa,wypożyczenie
8390,FC Lugano,1.liga,Szwajcaria,Adriàn Guerrero,22,Lewy obrońca,LOB,Hiszpania,wypożyczenie,Nabytki,800 tys. €,Valencia Mestalla,,,wypożyczenie
8391,FC Lugano,1.liga,Szwajcaria,Reto Ziegler,35,Środkowy obrońca,ŚOB,Szwajcaria,-,Nabytki,100 tys. €,Bez klubuBez klubu,,,-
8392,FC Lugano,1.liga,Szwajcaria,Sebastian Osigwe,26,Bramkarz,BRK,Nigeria,-,Nabytki,400 tys. €,Bez klubuBez klubu,,,-
8393,FC Lugano,1.liga,Szwajcaria,Carlo Manicone,22,Środkowy napastnik,ŚNP,Włochy,koniec wypżyczenia6 sty 2021,Nabytki,100 tys. €,US Grosseto 1912,3.liga,Włochy,koniec wypżyczenia6 sty 2021
8394,FC Lugano,1.liga,Szwajcaria,Eris Abedini,21,Defensywny pomocnik,DPM,Kosowo,koniec wypżyczenia3 sie 2020,Nabytki,150 tys. €,FC Wil 1900,2.liga,Szwajcaria,koniec wypżyczenia3 sie 2020
8395,FC Lugano,1.liga,Szwajcaria,Carlo Manicone,22,Środkowy napastnik,ŚNP,Włochy,koniec wypżyczenia1 lip 2020,Nabytki,100 tys. €,US Pianese,4.liga,Włochy,koniec wypżyczenia1 lip 2020
8396,FC Lugano,1.liga,Szwajcaria,Chinwendu Johan Nkama,22,Defensywny pomocnik,DPM,Nigeria,koniec wypżyczenia30 cze 2020,Nabytki,250 tys. €,FC Postojna,,,koniec wypżyczenia30 cze 2020
8397,FC Lugano,1.liga,Szwajcaria,Leotrim Kryeziu,21,Środkowy napastnik,ŚNP,Kosowo,koniec wypżyczenia1 sie 2020,Nabytki,200 tys. €,FC Chiasso,3.liga,Szwajcaria,koniec wypżyczenia1 sie 2020
8398,FC Lugano,1.liga,Szwajcaria,Leonardo Rivoira,23,Środkowy obrońca,ŚOB,Włochy,koniec wypżyczenia7 mar 2021,Nabytki,50 tys. €,AC Bellinzona,3.liga,Szwajcaria,koniec wypżyczenia7 mar 2021
8399,FC Lugano,1.liga,Szwajcaria,Christopher Lungoyi,20,Cofnięty napastnik,CNP,Szwajcaria,"2,50 mln €",Odejścia,600 tys. €,Juventus U23,3.liga,Włochy,"2,50 mln €"
8400,FC Lugano,1.liga,Szwajcaria,Filip Holender,26,Lewy napastnik,LNP,Węgry,opłata za wypożyczenie:50 tys. €,Odejścia,"1,50 mln €",FK Partizan Belgrad,1.liga,Serbia,opłata za wypożyczenie:50 tys. €
8401,FC Lugano,1.liga,Szwajcaria,Domen Crnigoj,24,Środkowy pomocnik,ŚPM,Słowenia,bez odstępnego,Odejścia,900 tys. €,Venezia FC,1.liga,Włochy,bez odstępnego
8402,FC Lugano,1.liga,Szwajcaria,Eris Abedini,22,Defensywny pomocnik,DPM,Kosowo,bez odstępnego,Odejścia,150 tys. €,Recreativo Granada,4.liga,Hiszpania,bez odstępnego
8403,FC Lugano,1.liga,Szwajcaria,David Da Costa,34,Bramkarz,BRK,Szwajcaria,bez odstępnego,Odejścia,-,FC Schaffhausen,2.liga,Szwajcaria,bez odstępnego
8404,FC Lugano,1.liga,Szwajcaria,Jefferson,32,Lewy obrońca,LOB,Brazylia,bez odstępnego,Odejścia,300 tys. €,Casa Pia AC,2.liga,Portugalia,bez odstępnego
8405,FC Lugano,1.liga,Szwajcaria,Leotrim Kryeziu,21,Środkowy napastnik,ŚNP,Kosowo,wypożyczenie,Odejścia,200 tys. €,FC Prishtina,1.liga,Kosowo,wypożyczenie
8406,FC Lugano,1.liga,Szwajcaria,Chinwendu Johan Nkama,22,Defensywny pomocnik,DPM,Nigeria,wypożyczenie,Odejścia,250 tys. €,ND Gorica,2.liga,Słowenia,wypożyczenie
8407,FC Lugano,1.liga,Szwajcaria,Leonardo Rivoira,22,Środkowy obrońca,ŚOB,Włochy,wypożyczenie,Odejścia,50 tys. €,AC Bellinzona,3.liga,Szwajcaria,wypożyczenie
8408,FC Lugano,1.liga,Szwajcaria,Francisco Rodríguez,24,Ofensywny pomocnik,OPM,Szwajcaria,?,Odejścia,250 tys. €,FC Schaffhausen,2.liga,Szwajcaria,?
8409,FC Lugano,1.liga,Szwajcaria,Carlo Manicone,22,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,100 tys. €,FC Chiasso,3.liga,Szwajcaria,wypożyczenie
8410,FC Lugano,1.liga,Szwajcaria,Carlo Manicone,22,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,100 tys. €,US Grosseto 1912,3.liga,Włochy,wypożyczenie
8411,FC Lugano,1.liga,Szwajcaria,Alexander Muci,19,Bramkarz,BRK,Szwajcaria,wypożyczenie,Odejścia,150 tys. €,FC Winterthur,2.liga,Szwajcaria,wypożyczenie
8412,FC Lugano,1.liga,Szwajcaria,Ransford Selasi,24,Środkowy pomocnik,ŚPM,Ghana,wypożyczenie,Odejścia,250 tys. €,SC Kriens,2.liga,Szwajcaria,wypożyczenie
8413,FC Lugano,1.liga,Szwajcaria,Leonardo Rivoira,23,Środkowy obrońca,ŚOB,Włochy,wypożyczenie,Odejścia,50 tys. €,Spartaks Jurmala,1.liga,Łotwa,wypożyczenie
8414,FC Lugano,1.liga,Szwajcaria,Franklin Sasere,22,Środkowy napastnik,ŚNP,Nigeria,wypożyczenie,Odejścia,275 tys. €,Hamrun Spartans,1.liga,Malta,wypożyczenie
8415,FC Lugano,1.liga,Szwajcaria,Eloge Yao,24,Środkowy obrońca,ŚOB,Wybrzeże Kości Słoniowej,-,Odejścia,400 tys. €,Bez klubuBez klubu,,,-
8416,FC Lugano,1.liga,Szwajcaria,Fulvio Sulmoni,34,Środkowy obrońca,ŚOB,Szwajcaria,-,Odejścia,-,,,,-
8417,FC Lugano,1.liga,Szwajcaria,Joel Untersee,26,Prawy obrońca,POB,Szwajcaria,-,Odejścia,400 tys. €,Bez klubuBez klubu,,,-
8418,FC Lugano,1.liga,Szwajcaria,Daniel Pavlovic,32,Lewy obrońca,LOB,Bośnia i Hercegowina,-,Odejścia,100 tys. €,Bez klubuBez klubu,,,-
8419,FC Lugano,1.liga,Szwajcaria,Kévin Monzialo,20,Lewy napastnik,LNP,Francja,koniec wypżyczenia21 sty 2021,Odejścia,200 tys. €,Juventus U23,3.liga,Włochy,koniec wypżyczenia21 sty 2021
8420,FC Lugano,1.liga,Szwajcaria,Jens Odgaard,21,Środkowy napastnik,ŚNP,Dania,koniec wypżyczenia20 sty 2021,Odejścia,"1,00 mln €",US Sassuolo,1.liga,Włochy,koniec wypżyczenia20 sty 2021
8421,FC Lugano,1.liga,Szwajcaria,Ransford Selasi,23,Środkowy pomocnik,ŚPM,Ghana,koniec wypżyczenia12 sie 2020,Odejścia,250 tys. €,Juventus U23,3.liga,Włochy,koniec wypżyczenia12 sie 2020
8422,FC Lugano,1.liga,Szwajcaria,Marco Aratore,29,Lewy pomocnik,LPM,Szwajcaria,koniec wypżyczenia31 lip 2020,Odejścia,250 tys. €,Ural Jekaterynburg,1.liga,Rosja,koniec wypżyczenia31 lip 2020
8423,FC Lugano,1.liga,Szwajcaria,Linus Obexer,23,Lewy obrońca,LOB,Szwajcaria,koniec wypżyczenia30 cze 2020,Odejścia,350 tys. €,BSC Young Boys,1.liga,Szwajcaria,koniec wypżyczenia30 cze 2020
8424,FC Zürich,1.liga,Szwajcaria,Fidan Aliti,26,Lewy obrońca,LOB,Kosowo,opłata za wypożyczenie:75 tys. €,Nabytki,700 tys. €,Kalmar FF,1.liga,Szwecja,opłata za wypożyczenie:75 tys. €
8425,FC Zürich,1.liga,Szwajcaria,Zivko Kostadinovic,28,Bramkarz,BRK,Szwajcaria,bez odstępnego,Nabytki,300 tys. €,FC Wil 1900,2.liga,Szwajcaria,bez odstępnego
8426,FC Zürich,1.liga,Szwajcaria,Wilfried Gnonto,16,Cofnięty napastnik,CNP,Włochy,bez odstępnego,Nabytki,"2,00 mln €",Inter Primavera,ieżowa,Włochy,bez odstępnego
8427,FC Zürich,1.liga,Szwajcaria,Tobias Schättin,23,Lewy obrońca,LOB,Szwajcaria,bez odstępnego,Nabytki,300 tys. €,FC Winterthur,2.liga,Szwajcaria,bez odstępnego
8428,FC Zürich,1.liga,Szwajcaria,Ousmane Doumbia,28,Defensywny pomocnik,DPM,Wybrzeże Kości Słoniowej,?,Nabytki,500 tys. €,FC Winterthur,2.liga,Szwajcaria,?
8429,FC Zürich,1.liga,Szwajcaria,Lasse Sobiech,29,Środkowy obrońca,ŚOB,Niemcy,wypożyczenie,Nabytki,700 tys. €,1.FC Köln,1.liga,Niemcy,wypożyczenie
8430,FC Zürich,1.liga,Szwajcaria,Blerim Dzemaili,34,Środkowy pomocnik,ŚPM,Szwajcaria,-,Nabytki,300 tys. €,Bez klubuBez klubu,,,-
8431,FC Zürich,1.liga,Szwajcaria,Filip Frei,19,Prawy obrońca,POB,Szwajcaria,-,Nabytki,50 tys. €,FC Zürich U21,3.liga,Szwajcaria,-
8432,FC Zürich,1.liga,Szwajcaria,Stephan Seiler,19,Środkowy pomocnik,ŚPM,Szwajcaria,-,Nabytki,300 tys. €,FC Zürich U21,3.liga,Szwajcaria,-
8433,FC Zürich,1.liga,Szwajcaria,Silvan Wallner,18,Prawy obrońca,POB,Szwajcaria,-,Nabytki,500 tys. €,FC Zürich U21,3.liga,Szwajcaria,-
8434,FC Zürich,1.liga,Szwajcaria,Maren Haile-Selassie,21,Lewy pomocnik,LPM,Szwajcaria,koniec wypżyczenia12 sie 2020,Nabytki,300 tys. €,Neuchâtel Xamax FCS,2.liga,Szwajcaria,koniec wypżyczenia12 sie 2020
8435,FC Zürich,1.liga,Szwajcaria,Salim Khelifi,26,Prawy pomocnik,PPM,Tunezja,koniec wypżyczenia30 cze 2020,Nabytki,200 tys. €,Holstein Kiel,2.liga,Niemcy,koniec wypżyczenia30 cze 2020
8436,FC Zürich,1.liga,Szwajcaria,Osman Hadzikic,24,Bramkarz,BRK,Austria,koniec wypżyczenia31 lip 2020,Nabytki,200 tys. €,NK Inter Zapresic,2.liga,Chorwacja,koniec wypżyczenia31 lip 2020
8437,FC Zürich,1.liga,Szwajcaria,Henri Koide,19,Prawy pomocnik,PPM,Szwajcaria,koniec wypżyczenia31 mar 2021,Nabytki,250 tys. €,FC Wil 1900,2.liga,Szwajcaria,koniec wypżyczenia31 mar 2021
8438,FC Zürich,1.liga,Szwajcaria,Assan Ceesay,26,Środkowy napastnik,ŚNP,Gambia,koniec wypżyczenia30 cze 2020,Nabytki,500 tys. €,VfL Osnabrück,3.liga,Niemcy,koniec wypżyczenia30 cze 2020
8439,FC Zürich,1.liga,Szwajcaria,Lindrit Kamberi,21,Środkowy obrońca,ŚOB,Szwajcaria,koniec wypżyczenia20 mar 2021,Nabytki,400 tys. €,FC Winterthur,2.liga,Szwajcaria,koniec wypżyczenia20 mar 2021
8440,FC Zürich,1.liga,Szwajcaria,Simon Sohm,19,Defensywny pomocnik,DPM,Szwajcaria,"6,40 mln €",Odejścia,"4,50 mln €",Parma Calcio 1913,2.liga,Włochy,"6,40 mln €"
8441,FC Zürich,1.liga,Szwajcaria,Kevin Rüegg,22,Prawy pomocnik,PPM,Szwajcaria,"2,00 mln €",Odejścia,"3,60 mln €",Hellas Verona,1.liga,Włochy,"2,00 mln €"
8442,FC Zürich,1.liga,Szwajcaria,Osman Hadzikic,24,Bramkarz,BRK,Austria,bez odstępnego,Odejścia,200 tys. €,FC Admira Wacker Mödling,1.liga,Austria,bez odstępnego
8443,FC Zürich,1.liga,Szwajcaria,Sangoné Sarr,28,Defensywny pomocnik,DPM,Senegal,bez odstępnego,Odejścia,300 tys. €,FC Schaffhausen,2.liga,Szwajcaria,bez odstępnego
8444,FC Zürich,1.liga,Szwajcaria,Michael Kempter,25,Lewy obrońca,LOB,Filipiny,bez odstępnego,Odejścia,200 tys. €,Neuchâtel Xamax FCS,2.liga,Szwajcaria,bez odstępnego
8445,FC Zürich,1.liga,Szwajcaria,Mimoun Mahi,26,Środkowy napastnik,ŚNP,Maroko,bez odstępnego,Odejścia,"2,00 mln €",FC Utrecht,1.liga,Holandia,bez odstępnego
8446,FC Zürich,1.liga,Szwajcaria,Umaru Bangura,33,Środkowy obrońca,ŚOB,Sierra Leone,bez odstępnego,Odejścia,100 tys. €,Neuchâtel Xamax FCS,2.liga,Szwajcaria,bez odstępnego
8447,FC Zürich,1.liga,Szwajcaria,Lavdim Zumberi,20,Ofensywny pomocnik,OPM,Szwajcaria,?,Odejścia,250 tys. €,FC Wil 1900,2.liga,Szwajcaria,?
8448,FC Zürich,1.liga,Szwajcaria,Albin Sadrijaj,23,Defensywny pomocnik,DPM,Szwajcaria,?,Odejścia,200 tys. €,SC Kriens,2.liga,Szwajcaria,?
8449,FC Zürich,1.liga,Szwajcaria,Maren Haile-Selassie,21,Lewy pomocnik,LPM,Szwajcaria,wypożyczenie,Odejścia,300 tys. €,FC Wil 1900,2.liga,Szwajcaria,wypożyczenie
8450,FC Zürich,1.liga,Szwajcaria,Izer Aliu,20,Środkowy pomocnik,ŚPM,Szwajcaria,wypożyczenie,Odejścia,200 tys. €,SC Kriens,2.liga,Szwajcaria,wypożyczenie
8451,FC Zürich,1.liga,Szwajcaria,Lindrit Kamberi,20,Środkowy obrońca,ŚOB,Szwajcaria,wypożyczenie,Odejścia,400 tys. €,FC Winterthur,2.liga,Szwajcaria,wypożyczenie
8452,FC Zürich,1.liga,Szwajcaria,Mirlind Kryeziu,24,Środkowy obrońca,ŚOB,Kosowo,wypożyczenie,Odejścia,250 tys. €,SC Kriens,2.liga,Szwajcaria,wypożyczenie
8453,FC Zürich,1.liga,Szwajcaria,Willie Britto,24,Prawy obrońca,POB,Wybrzeże Kości Słoniowej,wypożyczenie,Odejścia,100 tys. €,FK Pohronie,1.liga,Słowacja,wypożyczenie
8454,FC Zürich,1.liga,Szwajcaria,Ilan Sauter,19,Środkowy obrońca,ŚOB,Szwajcaria,wypożyczenie,Odejścia,300 tys. €,FC Wil 1900,2.liga,Szwajcaria,wypożyczenie
8455,FC Zürich,1.liga,Szwajcaria,Yassin Maouche,22,Defensywny pomocnik,DPM,Francja,-,Odejścia,200 tys. €,Bez klubuBez klubu,,,-
8456,FC Zürich,1.liga,Szwajcaria,Yann Kasai,22,Środkowy napastnik,ŚNP,Szwajcaria,-,Odejścia,150 tys. €,Bez klubuBez klubu,,,-
8457,FC Zürich,1.liga,Szwajcaria,Pa Modou,30,Lewy obrońca,LOB,Gambia,-,Odejścia,-,Bez klubuBez klubu,,,-
8458,FC Zürich,1.liga,Szwajcaria,Andris Vanins,40,Bramkarz,BRK,Łotwa,-,Odejścia,-,,,,-
8459,FC Zürich,1.liga,Szwajcaria,Henri Koide,19,Prawy pomocnik,PPM,Szwajcaria,wypożyczenie,Odejścia,250 tys. €,FC Wil 1900,2.liga,Szwajcaria,wypożyczenie
8460,FC Zürich,1.liga,Szwajcaria,Mads Pedersen,23,Lewy obrońca,LOB,Dania,koniec wypżyczenia30 cze 2020,Odejścia,"1,10 mln €",FC Augsburg,1.liga,Niemcy,koniec wypżyczenia30 cze 2020
8461,FC Zürich,1.liga,Szwajcaria,Levan Kharabadze,20,Lewy obrońca,LOB,Gruzja,koniec wypżyczenia30 cze 2020,Odejścia,350 tys. €,Dinamo Tbilisi,1.liga,Gruzja,koniec wypżyczenia30 cze 2020
8462,FC Sion,1.liga,Szwajcaria,Geoffroy Serey Dié,35,Defensywny pomocnik,DPM,Wybrzeże Kości Słoniowej,bez odstępnego,Nabytki,100 tys. €,Neuchâtel Xamax FCS,2.liga,Szwajcaria,bez odstępnego
8463,FC Sion,1.liga,Szwajcaria,Gaëtan Karlen,27,Środkowy napastnik,ŚNP,Szwajcaria,bez odstępnego,Nabytki,400 tys. €,Neuchâtel Xamax FCS,2.liga,Szwajcaria,bez odstępnego
8464,FC Sion,1.liga,Szwajcaria,Guillaume Hoarau,36,Środkowy napastnik,ŚNP,Francja,bez odstępnego,Nabytki,100 tys. €,BSC Young Boys,1.liga,Szwajcaria,bez odstępnego
8465,FC Sion,1.liga,Szwajcaria,Dennis Iapichino,30,Lewy obrońca,LOB,Szwajcaria,bez odstępnego,Nabytki,200 tys. €,Servette FC,1.liga,Szwajcaria,bez odstępnego
8466,FC Sion,1.liga,Szwajcaria,Luca Clemenza,23,Ofensywny pomocnik,OPM,Włochy,wypożyczenie,Nabytki,500 tys. €,Juventus U23,3.liga,Włochy,wypożyczenie
8467,FC Sion,1.liga,Szwajcaria,Musa Araz,26,Środkowy pomocnik,ŚPM,Szwajcaria,?,Nabytki,200 tys. €,Neuchâtel Xamax FCS,2.liga,Szwajcaria,?
8468,FC Sion,1.liga,Szwajcaria,Matteo Tosetti,28,Prawy pomocnik,PPM,Szwajcaria,?,Nabytki,500 tys. €,FC Thun,2.liga,Szwajcaria,?
8469,FC Sion,1.liga,Szwajcaria,Nikita Vlasenko,19,Środkowy obrońca,ŚOB,Szwajcaria,wypożyczenie,Nabytki,400 tys. €,Juventus U23,3.liga,Włochy,wypożyczenie
8470,FC Sion,1.liga,Szwajcaria,Lubomir Tupta,22,Środkowy napastnik,ŚNP,Słowacja,wypożyczenie,Nabytki,400 tys. €,Hellas Verona,1.liga,Włochy,wypożyczenie
